1522313213104,T3,24.69
1522313214057,T1,24.37
1522313215175,T2,25.25
1522313221113,T3,24.69
1522313228812,T3,24.69
1522313229818,T1,24.31
1522313230846,T2,25.12
1522313236876,T3,24.69
