1522313391861,T3,24.75
1522313392947,T1,24.44
1522313393912,T2,25.31
1522313399888,T3,24.75
1522313400965,T1,24.44
1522313402031,T2,25.37
1522313408069,T3,24.69
1522324992315,T3,25.00
1522324993350,T1,24.94
1522324994318,T2,25.19
